-5,-264000
-4.999,-264000
-4.998,-264000
-4.997,-264000
-4.996,-264000
-4.995,-264000
-4.994,-264000
-4.993,-264000
-4.992,-264000
-4.991,-264000
-4.99,-264000
-4.989,-264000
-4.988,-264000
-4.987,-264000
-4.986,-264000
-4.985,-264000
-4.984,-264000
-4.983,-264000
-4.982,-264000
-4.981,-264000
-4.98,-264000
-4.979,-264000
-4.978,-264000
-4.977,-264000
-4.976,-264000
-4.975,-264000
-4.974,-264000
-4.973,-264000
-4.972,-264000
-4.971,-264000
-4.97,-264000
-4.969,-264000
-4.968,-264000
-4.967,-264000
-4.966,-264000
-4.965,-264000
-4.964,-264000
-4.963,-264000
-4.962,-264000
-4.961,-264000
-4.96,-264000
-4.959,-264000
-4.958,-264000
-4.957,-264000
-4.956,-264000
-4.955,-264000
-4.954,-264000
-4.953,-264000
-4.952,-264000
-4.951,-264000
-4.95,-264000
-4.949,-264000
-4.948,-264000
-4.947,-264000
-4.946,-264000
-4.945,-264000
-4.944,-264000
-4.943,-264000
-4.942,-264000
-4.941,-264000
-4.94,-264000
-4.939,-264000
-4.938,-264000
-4.937,-264000
-4.936,-264000
-4.935,-264000
-4.934,-264000
-4.933,-264000
-4.932,-264000
-4.931,-264000
-4.93,-264000
-4.929,-264000
-4.928,-264000
-4.927,-264000
-4.926,-264000
-4.925,-264000
-4.924,-264000
-4.923,-264000
-4.922,-264000
-4.921,-264000
-4.92,-264000
-4.919,-264000
-4.918,-264000
-4.917,-264000
-4.916,-264000
-4.915,-264000
-4.914,-264000
-4.913,-264000
-4.912,-264000
-4.911,-264000
-4.91,-264000
-4.909,-264000
-4.908,-264000
-4.907,-264000
-4.906,-264000
-4.905,-264000
-4.904,-264000
-4.903,-264000
-4.902,-264000
-4.901,-264000
-4.9,-264000
-4.899,-264000
-4.898,-264000
-4.897,-264000
-4.896,-264000
-4.895,-264000
-4.894,-264000
-4.893,-264000
-4.892,-264000
-4.891,-264000
-4.89,-264000
-4.889,-264000
-4.888,-264000
-4.887,-264000
-4.886,-264000
-4.885,-264000
-4.884,-264000
-4.883,-264000
-4.882,-264000
-4.881,-264000
-4.88,-264000
-4.879,-264000
-4.878,-264000
-4.877,-264000
-4.876,-264000
-4.875,-264000
-4.874,-264000
-4.873,-264000
-4.872,-264000
-4.871,-264000
-4.87,-264000
-4.869,-264000
-4.868,-264000
-4.867,-264000
-4.866,-264000
-4.865,-264000
-4.864,-264000
-4.863,-264000
-4.862,-264000
-4.861,-264000
-4.86,-264000
-4.859,-264000
-4.858,-264000
-4.857,-264000
-4.856,-264000
-4.855,-264000
-4.854,-264000
-4.853,-264000
-4.852,-264000
-4.851,-264000
-4.85,-264000
-4.849,-264000
-4.848,-264000
-4.847,-264000
-4.846,-264000
-4.845,-264000
-4.844,-264000
-4.843,-264000
-4.842,-264000
-4.841,-264000
-4.84,-264000
-4.839,-264000
-4.838,-264000
-4.837,-264000
-4.836,-264000
-4.835,-264000
-4.834,-264000
-4.833,-264000
-4.832,-264000
-4.831,-264000
-4.83,-264000
-4.829,-264000
-4.828,-264000
-4.827,-264000
-4.826,-264000
-4.825,-264000
-4.824,-264000
-4.823,-264000
-4.822,-264000
-4.821,-264000
-4.82,-264000
-4.819,-264000
-4.818,-264000
-4.817,-264000
-4.816,-264000
-4.815,-264000
-4.814,-264000
-4.813,-264000
-4.812,-264000
-4.811,-264000
-4.81,-264000
-4.809,-264000
-4.808,-264000
-4.807,-264000
-4.806,-264000
-4.805,-264000
-4.804,-264000
-4.803,-264000
-4.802,-264000
-4.801,-264000
-4.8,-264000
-4.799,-264000
-4.798,-264000
-4.797,-264000
-4.796,-264000
-4.795,-264000
-4.794,-264000
-4.793,-264000
-4.792,-264000
-4.791,-264000
-4.79,-264000
-4.789,-264000
-4.788,-264000
-4.787,-264000
-4.786,-264000
-4.785,-264000
-4.784,-264000
-4.783,-264000
-4.782,-264000
-4.781,-264000
-4.78,-264000
-4.779,-264000
-4.778,-264000
-4.777,-264000
-4.776,-264000
-4.775,-264000
-4.774,-264000
-4.773,-264000
-4.772,-264000
-4.771,-264000
-4.77,-264000
-4.769,-264000
-4.768,-264000
-4.767,-264000
-4.766,-264000
-4.765,-264000
-4.764,-264000
-4.763,-264000
-4.762,-264000
-4.761,-264000
-4.76,-264000
-4.759,-264000
-4.758,-264000
-4.757,-264000
-4.756,-264000
-4.755,-264000
-4.754,-264000
-4.753,-264000
-4.752,-264000
-4.751,-264000
-4.75,-264000
-4.749,-264000
-4.748,-264000
-4.747,-264000
-4.746,-264000
-4.745,-264000
-4.744,-264000
-4.743,-264000
-4.742,-264000
-4.741,-264000
-4.74,-264000
-4.739,-264000
-4.738,-264000
-4.737,-264000
-4.736,-264000
-4.735,-264000
-4.734,-264000
-4.733,-264000
-4.732,-264000
-4.731,-264000
-4.73,-264000
-4.729,-264000
-4.728,-264000
-4.727,-264000
-4.726,-264000
-4.725,-264000
-4.724,-264000
-4.723,-264000
-4.722,-264000
-4.721,-264000
-4.72,-264000
-4.719,-264000
-4.718,-264000
-4.717,-264000
-4.716,-264000
-4.715,-264000
-4.714,-264000
-4.713,-264000
-4.712,-264000
-4.711,-264000
-4.71,-264000
-4.709,-264000
-4.708,-264000
-4.707,-264000
-4.706,-264000
-4.705,-264000
-4.704,-264000
-4.703,-264000
-4.702,-264000
-4.701,-264000
-4.7,-264000
-4.699,-264000
-4.698,-264000
-4.697,-264000
-4.696,-264000
-4.695,-264000
-4.694,-264000
-4.693,-264000
-4.692,-264000
-4.691,-264000
-4.69,-264000
-4.689,-264000
-4.688,-264000
-4.687,-264000
-4.686,-264000
-4.685,-264000
-4.684,-264000
-4.683,-264000
-4.682,-264000
-4.681,-264000
-4.68,-264000
-4.679,-264000
-4.678,-264000
-4.677,-264000
-4.676,-264000
-4.675,-264000
-4.674,-264000
-4.673,-264000
-4.672,-264000
-4.671,-264000
-4.67,-264000
-4.669,-264000
-4.668,-264000
-4.667,-264000
-4.666,-264000
-4.665,-264000
-4.664,-264000
-4.663,-264000
-4.662,-264000
-4.661,-264000
-4.66,-264000
-4.659,-264000
-4.658,-264000
-4.657,-264000
-4.656,-264000
-4.655,-264000
-4.654,-264000
-4.653,-264000
-4.652,-264000
-4.651,-264000
-4.65,-264000
-4.649,-264000
-4.648,-264000
-4.647,-264000
-4.646,-264000
-4.645,-264000
-4.644,-264000
-4.643,-264000
-4.642,-264000
-4.641,-264000
-4.64,-264000
-4.639,-264000
-4.638,-264000
-4.637,-264000
-4.636,-264000
-4.635,-264000
-4.634,-264000
-4.633,-264000
-4.632,-264000
-4.631,-264000
-4.63,-264000
-4.629,-264000
-4.628,-264000
-4.627,-264000
-4.626,-264000
-4.625,-264000
-4.624,-264000
-4.623,-264000
-4.622,-264000
-4.621,-264000
-4.62,-264000
-4.619,-264000
-4.618,-264000
-4.617,-264000
-4.616,-264000
-4.615,-264000
-4.614,-264000
-4.613,-264000
-4.612,-264000
-4.611,-264000
-4.61,-264000
-4.609,-264000
-4.608,-264000
-4.607,-264000
-4.606,-264000
-4.605,-264000
-4.604,-264000
-4.603,-264000
-4.602,-264000
-4.601,-264000
-4.6,-264000
-4.599,-264000
-4.598,-264000
-4.597,-264000
-4.596,-264000
-4.595,-264000
-4.594,-264000
-4.593,-264000
-4.592,-264000
-4.591,-264000
-4.59,-264000
-4.589,-264000
-4.588,-264000
-4.587,-264000
-4.586,-264000
-4.585,-264000
-4.584,-264000
-4.583,-264000
-4.582,-264000
-4.581,-264000
-4.58,-264000
-4.579,-264000
-4.578,-264000
-4.577,-264000
-4.576,-264000
-4.575,-264000
-4.574,-264000
-4.573,-264000
-4.572,-264000
-4.571,-264000
-4.57,-264000
-4.569,-264000
-4.568,-264000
-4.567,-264000
-4.566,-264000
-4.565,-264000
-4.564,-264000
-4.563,-264000
-4.562,-264000
-4.561,-264000
-4.56,-264000
-4.559,-264000
-4.558,-264000
-4.557,-264000
-4.556,-264000
-4.555,-264000
-4.554,-264000
-4.553,-264000
-4.552,-264000
-4.551,-264000
-4.55,-264000
-4.549,-264000
-4.548,-264000
-4.547,-264000
-4.546,-264000
-4.545,-264000
-4.544,-264000
-4.543,-264000
-4.542,-264000
-4.541,-264000
-4.54,-264000
-4.539,-264000
-4.538,-264000
-4.537,-264000
-4.536,-264000
-4.535,-264000
-4.534,-264000
-4.533,-264000
-4.532,-264000
-4.531,-264000
-4.53,-264000
-4.529,-264000
-4.528,-264000
-4.527,-264000
-4.526,-264000
-4.525,-264000
-4.524,-264000
-4.523,-264000
-4.522,-264000
-4.521,-264000
-4.52,-264000
-4.519,-264000
-4.518,-264000
-4.517,-264000
-4.516,-264000
-4.515,-264000
-4.514,-264000
-4.513,-264000
-4.512,-264000
-4.511,-264000
-4.51,-264000
-4.509,-264000
-4.508,-264000
-4.507,-264000
-4.506,-264000
-4.505,-264000
-4.504,-264000
-4.503,-264000
-4.502,-264000
-4.501,-264000
-4.5,-264000
-4.499,-264000
-4.498,-264000
-4.497,-264000
-4.496,-264000
-4.495,-264000
-4.494,-264000
-4.493,-264000
-4.492,-264000
-4.491,-264000
-4.49,-264000
-4.489,-264000
-4.488,-264000
-4.487,-264000
-4.486,-264000
-4.485,-264000
-4.484,-264000
-4.483,-264000
-4.482,-264000
-4.481,-264000
-4.48,-264000
-4.479,-264000
-4.478,-264000
-4.477,-264000
-4.476,-264000
-4.475,-264000
-4.474,-264000
-4.473,-264000
-4.472,-264000
-4.471,-264000
-4.47,-264000
-4.469,-264000
-4.468,-264000
-4.467,-264000
-4.466,-264000
-4.465,-264000
-4.464,-264000
-4.463,-264000
-4.462,-264000
-4.461,-264000
-4.46,-264000
-4.459,-264000
-4.458,-264000
-4.457,-264000
-4.456,-264000
-4.455,-264000
-4.454,-264000
-4.453,-264000
-4.452,-264000
-4.451,-264000
-4.45,-264000
-4.449,-264000
-4.448,-264000
-4.447,-264000
-4.446,-264000
-4.445,-264000
-4.444,-264000
-4.443,-264000
-4.442,-264000
-4.441,-264000
-4.44,-264000
-4.439,-264000
-4.438,-264000
-4.437,-264000
-4.436,-264000
-4.435,-264000
-4.434,-264000
-4.433,-264000
-4.432,-264000
-4.431,-264000
-4.43,-264000
-4.429,-264000
-4.428,-264000
-4.427,-264000
-4.426,-264000
-4.425,-264000
-4.424,-264000
-4.423,-264000
-4.422,-264000
-4.421,-264000
-4.42,-264000
-4.419,-264000
-4.418,-264000
-4.417,-264000
-4.416,-264000
-4.415,-264000
-4.414,-264000
-4.413,-264000
-4.412,-264000
-4.411,-264000
-4.41,-264000
-4.409,-264000
-4.408,-264000
-4.407,-264000
-4.406,-264000
-4.405,-264000
-4.404,-264000
-4.403,-264000
-4.402,-264000
-4.401,-264000
-4.4,-264000
-4.399,-264000
-4.398,-264000
-4.397,-264000
-4.396,-264000
-4.395,-264000
-4.394,-264000
-4.393,-264000
-4.392,-264000
-4.391,-264000
-4.39,-264000
-4.389,-264000
-4.388,-264000
-4.387,-264000
-4.386,-264000
-4.385,-264000
-4.384,-264000
-4.383,-264000
-4.382,-264000
-4.381,-264000
-4.38,-264000
-4.379,-264000
-4.378,-264000
-4.377,-264000
-4.376,-264000
-4.375,-264000
-4.374,-264000
-4.373,-264000
-4.372,-264000
-4.371,-264000
-4.37,-264000
-4.369,-264000
-4.368,-264000
-4.367,-264000
-4.366,-264000
-4.365,-264000
-4.364,-264000
-4.363,-264000
-4.362,-264000
-4.361,-264000
-4.36,-264000
-4.359,-264000
-4.358,-264000
-4.357,-264000
-4.356,-264000
-4.355,-264000
-4.354,-264000
-4.353,-264000
-4.352,-264000
-4.351,-264000
-4.35,-264000
-4.349,-264000
-4.348,-264000
-4.347,-264000
-4.346,-264000
-4.345,-264000
-4.344,-264000
-4.343,-264000
-4.342,-264000
-4.341,-264000
-4.34,-264000
-4.339,-264000
-4.338,-264000
-4.337,-264000
-4.336,-264000
-4.335,-264000
-4.334,-264000
-4.333,-264000
-4.332,-264000
-4.331,-264000
-4.33,-264000
-4.329,-264000
-4.328,-264000
-4.327,-264000
-4.326,-264000
-4.325,-264000
-4.324,-264000
-4.323,-264000
-4.322,-264000
-4.321,-264000
-4.32,-264000
-4.319,-264000
-4.318,-264000
-4.317,-264000
-4.316,-264000
-4.315,-264000
-4.314,-264000
-4.313,-264000
-4.312,-264000
-4.311,-264000
